Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Agrobacterium salinitolerans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium salinitolerans	g__Agrobacterium	s__Agrobacterium salinitolerans	RS_GCF_002008225.1	f	aerobe	aerobe	4880
Enterobacter cancerogenus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus	g__Enterobacter	s__Enterobacter cancerogenus	RS_GCF_900185905.1	f	aerobe	aerobe	4879
Wohlfahrtiimonas populi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas populi	g__Wohlfahrtiimonas	s__Wohlfahrtiimonas populi	RS_GCF_002006795.1	f	facultative anaerobe	aerobe	4876
Jeotgalibacillus proteolyticus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Jeotgalibacillaceae;g__Jeotgalibacillus;s__Jeotgalibacillus proteolyticus	g__Jeotgalibacillus	s__Jeotgalibacillus proteolyticus	RS_GCF_002926065.1	f	aerobe	aerobe	4874
Sphingobacterium multivorum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium multivorum	g__Sphingobacterium	s__Sphingobacterium multivorum	RS_GCF_900457465.1	f	aerobe	aerobe	4871
Bacillus sinesaloumensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_L;g__Ferdinandcohnia;s__Ferdinandcohnia sinesaloumensis	g__Ferdinandcohnia	s__Ferdinandcohnia sinesaloumensis	RS_GCF_900156865.1	f	aerobe	aerobe	4870
Methylobacterium gossipiicola	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium gossipiicola	g__Methylobacterium	s__Methylobacterium gossipiicola	RS_GCF_900113485.1	f	aerobe	aerobe	4869
Effusibacillus pohliae	d__Bacteria;p__Firmicutes;c__Alicyclobacillia;o__Tumebacillales;f__Effusibacillaceae;g__Effusibacillus;s__Effusibacillus pohliae	g__Effusibacillus	s__Effusibacillus pohliae	RS_GCF_000376225.1	f	aerobe	aerobe	4867
Brumimicrobium aurantiacum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__Brumimicrobium aurantiacum	g__Brumimicrobium	s__Brumimicrobium aurantiacum	RS_GCF_003402975.1	f	aerobe,facultative anaerobe	aerobe	4867
Spongiibacter marinus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Spongiibacter;s__Spongiibacter marinus	g__Spongiibacter	s__Spongiibacter marinus	RS_GCF_000422345.1	f	aerobe	aerobe	4863
Georgenia satyanarayanai	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Oceanitalea;s__Oceanitalea nanhaiensis	g__Oceanitalea	s__Oceanitalea nanhaiensis	RS_GCF_900116375.1	f	aerobe	aerobe	4861
Cohnella kolymensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Cohnella;s__Cohnella kolymensis	g__Cohnella	s__Cohnella kolymensis	RS_GCF_000829465.1	f	facultative anaerobe	aerobe	4860
Blautia faecis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	g__Blautia_A	s__Blautia_A faecis	RS_GCF_013302415.1	f	anaerobe	anaerobe	4857
Streptomyces somaliensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces somaliensis	g__Streptomyces	s__Streptomyces somaliensis	RS_GCF_012396115.1	f	microaerophile	aerobe	4856
Allochromatium humboldtianum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Allochromatium;s__Allochromatium humboldtianum	g__Allochromatium	s__Allochromatium humboldtianum	RS_GCF_013385175.1	f	anaerobe	anaerobe	4856
Saccharomonospora marina	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora marina	g__Saccharomonospora	s__Saccharomonospora marina	RS_GCF_000244955.1	f	aerobe	aerobe	4856
Lacrimispora indolis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora indolis	g__Lacrimispora	s__Lacrimispora indolis	RS_GCF_000526995.1	f	anaerobe	anaerobe	4855
Celeribacter persicus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter persicus	g__Celeribacter	s__Celeribacter persicus	RS_GCF_003050785.1	f	aerobe	aerobe	4852
Zobellia laminariae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zobellia;s__Zobellia laminariae	g__Zobellia	s__Zobellia laminariae	RS_GCF_009725995.1	f	aerobe	aerobe	4852
Amycolatopsis jiangsuensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis jiangsuensis	g__Amycolatopsis	s__Amycolatopsis jiangsuensis	RS_GCF_014204865.1	f	aerobe	aerobe	4852
Pelagibacterium montanilacus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Pelagibacterium;s__Pelagibacterium montanilacus	g__Pelagibacterium	s__Pelagibacterium montanilacus	RS_GCF_003992665.1	f	aerobe	aerobe	4851
Dickeya dadantii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya dadantii	g__Dickeya	s__Dickeya dadantii	RS_GCF_000406145.1	f	facultative anaerobe	aerobe	4847
Sphingomonas prati	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_G;s__Sphingomonas_G prati	g__Sphingomonas_G	s__Sphingomonas_G prati	GB_GCA_014643515.1	f	aerobe	aerobe	4846
Kutzneria buriramensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Kutzneria;s__Kutzneria buriramensis	g__Kutzneria	s__Kutzneria buriramensis	RS_GCF_003387475.1	f	aerobe	aerobe	4846
Streptomonospora nanhaiensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Streptomonospora;s__Streptomonospora nanhaiensis	g__Streptomonospora	s__Streptomonospora nanhaiensis	RS_GCF_013410565.1	f	aerobe	aerobe	4842
Helicobacter canis	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	g__Helicobacter_B	s__Helicobacter_B canis	RS_GCF_008693005.1	f	microaerophile	aerobe	4838
Sedimentibacter saalensis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter saalensis	g__Sedimentibacter	s__Sedimentibacter saalensis	RS_GCF_007830175.1	f	anaerobe	anaerobe	4838
Moraxella porci	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella porci	g__Moraxella	s__Moraxella porci	RS_GCF_002014855.1	f	aerobe,microaerophile	aerobe	4831
Mesonia phycicola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia phycicola	g__Mesonia	s__Mesonia phycicola	RS_GCF_900141885.1	f	aerobe	aerobe	4829
Salinimicrobium xinjiangense	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__Salinimicrobium xinjiangense	g__Salinimicrobium	s__Salinimicrobium xinjiangense	RS_GCF_000423585.1	f	aerobe,facultative aerobe	aerobe	4829
Blastomonas fulva	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__Blastomonas fulva	g__Blastomonas	s__Blastomonas fulva	RS_GCF_003431825.1	f	aerobe	aerobe	4817
Citrobacter farmeri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A farmeri	g__Citrobacter_A	s__Citrobacter_A farmeri	RS_GCF_002249995.1	f	aerobe	aerobe	4814
Peptoniphilus ivorii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_C;s__Peptoniphilus_C ivorii	g__Peptoniphilus_C	s__Peptoniphilus_C ivorii	RS_GCF_900638585.1	f	anaerobe	anaerobe	4813
Rhodanobacter spathiphylli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter spathiphylli	g__Rhodanobacter	s__Rhodanobacter spathiphylli	RS_GCF_000264295.1	f	aerobe	aerobe	4813
Mucilaginibacter mallensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter mallensis	g__Mucilaginibacter	s__Mucilaginibacter mallensis	RS_GCF_900105165.1	f	aerobe	aerobe	4810
Bacillus wudalianchiensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Domibacillaceae;g__Pseudobacillus;s__Pseudobacillus wudalianchiensis	g__Pseudobacillus	s__Pseudobacillus wudalianchiensis	RS_GCF_001685015.1	f	aerobe	aerobe	4801
Carnobacterium alterfunditum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A alterfunditum	g__Carnobacterium_A	s__Carnobacterium_A alterfunditum	RS_GCF_000744115.1	f	aerobe	aerobe	4801
Microbulbifer yueqingensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer yueqingensis	g__Microbulbifer	s__Microbulbifer yueqingensis	RS_GCF_900100355.1	f	aerobe	aerobe	4799
Haloterrigena limicola	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema limicola	g__Natrinema	s__Natrinema limicola	RS_GCF_000337475.1	f	aerobe	aerobe	4799
Haemophilus parahaemolyticus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A parahaemolyticus	g__Haemophilus_A	s__Haemophilus_A parahaemolyticus	RS_GCF_002015035.1	f	aerobe,microaerophile	aerobe	4797
Kribbella catacumbae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella catacumbae	g__Kribbella	s__Kribbella catacumbae	RS_GCF_000372465.1	f	aerobe	aerobe	4796
Paenibacillus aceris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_E;s__Paenibacillus_E aceris	g__Paenibacillus_E	s__Paenibacillus_E aceris	RS_GCF_011605705.1	f	facultative anaerobe	aerobe	4796
Streptobacillus felis	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__Streptobacillus felis	g__Streptobacillus	s__Streptobacillus felis	RS_GCF_001559775.1	f	microaerophile	aerobe	4794
Polaribacter tangerinus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter tangerinus	g__Polaribacter	s__Polaribacter tangerinus	RS_GCF_002201235.1	f	aerobe	aerobe	4793
Moritella dasanensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Moritellaceae;g__Moritella;s__Moritella dasanensis	g__Moritella	s__Moritella dasanensis	RS_GCF_000276805.1	f	aerobe	aerobe	4792
Actinomadura roseirufa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Spirillospora;s__Spirillospora roseirufa	g__Spirillospora	s__Spirillospora roseirufa	RS_GCF_900659635.1	f	aerobe	aerobe	4789
Janibacter cremeus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter;s__Janibacter cremeus	g__Janibacter	s__Janibacter cremeus	RS_GCF_013409205.1	f	facultative anaerobe	aerobe	4789
Dickeya lacustris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya;s__Dickeya lacustris	g__Dickeya	s__Dickeya lacustris	RS_GCF_003934295.1	f	facultative anaerobe	aerobe	4787
Bacillus mangrovi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus_B;s__Metabacillus_B mangrovi	g__Metabacillus_B	s__Metabacillus_B mangrovi	RS_GCF_009711125.1	f	aerobe,facultative anaerobe	aerobe	4786
Amycolatopsis endophytica	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis endophytica	g__Amycolatopsis	s__Amycolatopsis endophytica	RS_GCF_013410405.1	f	aerobe	aerobe	4780
Novosphingobium acidiphilum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium acidiphilum	g__Novosphingobium	s__Novosphingobium acidiphilum	RS_GCF_000429005.1	f	aerobe	aerobe	4778
Saccharospirillum salsuginis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Saccharospirillum;s__Saccharospirillum salsuginis	g__Saccharospirillum	s__Saccharospirillum salsuginis	GB_GCA_014651855.1	f	aerobe	aerobe	4775
Rothia aerolata	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia aerolata	g__Rothia	s__Rothia aerolata	GB_GCA_014635585.1	f	aerobe	aerobe	4769
Desulfohalovibrio alkalitolerans	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfohalovibrio;s__Desulfohalovibrio alkalitolerans	g__Desulfohalovibrio	s__Desulfohalovibrio alkalitolerans	RS_GCF_000422245.1	f	anaerobe	anaerobe	4766
Peribacillus acanthi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Bacillus_BN;s__Bacillus_BN acanthi	g__Bacillus_BN	s__Bacillus_BN acanthi	RS_GCF_003073175.1	f	aerobe	aerobe	4765
Thermococcus peptonophilus	d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus peptonophilus	g__Thermococcus	s__Thermococcus peptonophilus	RS_GCF_001592435.1	f	anaerobe	anaerobe	4764
Francisella hispaniensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella;s__Francisella hispaniensis	g__Francisella	s__Francisella hispaniensis	RS_GCF_001885235.1	f	aerobe	aerobe	4763
Ralstonia insidiosa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia insidiosa	g__Ralstonia	s__Ralstonia insidiosa	RS_GCF_008801405.1	f	aerobe	aerobe	4762
Lysinibacillus massiliensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Ureibacillus;s__Ureibacillus massiliensis	g__Ureibacillus	s__Ureibacillus massiliensis	RS_GCF_000772965.1	f	aerobe	aerobe	4758
Methanocaldococcus infernus	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A infernus	g__Methanocaldococcus_A	s__Methanocaldococcus_A infernus	RS_GCF_000092305.1	f	anaerobe	anaerobe	4756
Methanocaldococcus vulcanius	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus vulcanius	g__Methanocaldococcus	s__Methanocaldococcus vulcanius	RS_GCF_000024625.1	f	anaerobe	anaerobe	4755
Caulobacter rhizosphaerae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter rhizosphaerae	g__Caulobacter	s__Caulobacter rhizosphaerae	RS_GCF_010977555.1	f	aerobe	aerobe	4745
Bordetella hinzii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella hinzii	g__Bordetella	s__Bordetella hinzii	RS_GCF_001548475.1	f	aerobe	aerobe	4745
Sporosarcina pasteurii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina pasteurii	g__Sporosarcina	s__Sporosarcina pasteurii	RS_GCF_900457495.1	f	aerobe	aerobe	4741
Streptomyces yeochonensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces_B;s__Streptomyces_B yeochonensis	g__Streptomyces_B	s__Streptomyces_B yeochonensis	RS_GCF_000745345.1	f	aerobe	aerobe	4740
Rhodococcus fascians	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_B;s__Rhodococcus_B sp002259335	g__Rhodococcus_B	s__Rhodococcus_B sp002259335	RS_GCF_000760935.2	f	aerobe,microaerophile	aerobe	4738
Sphaerisporangium album	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Sphaerisporangium;s__Sphaerisporangium album	g__Sphaerisporangium	s__Sphaerisporangium album	RS_GCF_003323745.1	f	aerobe	aerobe	4734
Nitratireductor basaltis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Nitratireductor_A;s__Nitratireductor_A basaltis	g__Nitratireductor_A	s__Nitratireductor_A basaltis	RS_GCF_000733725.1	f	aerobe	aerobe	4731
Saccharomonospora saliphila	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora saliphila	g__Saccharomonospora	s__Saccharomonospora saliphila	RS_GCF_000383795.1	f	aerobe	aerobe	4718
Carboxydothermus pertinax	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Carboxydothermales;f__Carboxydothermaceae;g__Carboxydothermus;s__Carboxydothermus pertinax	g__Carboxydothermus	s__Carboxydothermus pertinax	RS_GCF_001950255.1	f	anaerobe	anaerobe	4714
Parageobacillus toebii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Anoxybacillaceae;g__Parageobacillus;s__Parageobacillus toebii	g__Parageobacillus	s__Parageobacillus toebii	RS_GCF_003688615.2	f	aerobe	aerobe	4713
Paenibacillus mucilaginosus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_G;s__Paenibacillus_G mucilaginosus	g__Paenibacillus_G	s__Paenibacillus_G mucilaginosus	RS_GCF_000250655.1	f	aerobe	aerobe	4708
Xanthomarina spongicola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Xanthomarina;s__Xanthomarina spongicola	g__Xanthomarina	s__Xanthomarina spongicola	RS_GCF_003148645.1	f	aerobe	aerobe	4707
Curtobacterium luteum	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium luteum	g__Curtobacterium	s__Curtobacterium luteum	GB_GCA_014646995.1	f	aerobe	aerobe	4706
Neorhizobium alkalisoli	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium alkalisoli	g__Neorhizobium	s__Neorhizobium alkalisoli	RS_GCF_002968635.1	f	aerobe	aerobe	4705
Jannaschia seohaensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Jannaschia;s__Jannaschia seohaensis	g__Jannaschia	s__Jannaschia seohaensis	RS_GCF_900116765.1	f	aerobe	aerobe	4699
Olleya aquimaris	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya aquimaris	g__Olleya	s__Olleya aquimaris	RS_GCF_003259525.1	f	aerobe	aerobe	4699
Rhodobacter viridis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter viridis	g__Rhodobacter	s__Rhodobacter viridis	RS_GCF_003217355.1	f	anaerobe	anaerobe	4699
Halobacillus andaensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Halobacillus_A;s__Halobacillus_A andaensis	g__Halobacillus_A	s__Halobacillus_A andaensis	GB_GCA_014636475.1	f	obligate aerobe	aerobe	4698
Paenibacillus taihuensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_Z;s__Paenibacillus_Z taihuensis	g__Paenibacillus_Z	s__Paenibacillus_Z taihuensis	RS_GCF_003386535.1	f	facultative anaerobe	aerobe	4697
Chryseobacterium molle	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas mollis	g__Epilithonimonas	s__Epilithonimonas mollis	RS_GCF_900142325.1	f	aerobe	aerobe	4694
Caulobacter mirabilis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter mirabilis	g__Caulobacter	s__Caulobacter mirabilis	RS_GCF_002749615.1	f	aerobe	aerobe	4694
Olleya namhaensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya namhaensis	g__Olleya	s__Olleya namhaensis	RS_GCF_900114005.1	f	aerobe	aerobe	4693
Legionella feeleii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Tatlockia;s__Tatlockia feeleii	g__Tatlockia	s__Tatlockia feeleii	RS_GCF_001467625.1	f	microaerophile	aerobe	4685
Steroidobacter soli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter_A;s__Steroidobacter_A soli	g__Steroidobacter_A	s__Steroidobacter_A soli	RS_GCF_004138485.1	f	aerobe	aerobe	4682
Solimonas variicoloris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas;s__Solimonas variicoloris	g__Solimonas	s__Solimonas variicoloris	RS_GCF_000382285.1	f	aerobe	aerobe	4682
Actinomadura geliboluensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Spirillospora;s__Spirillospora geliboluensis	g__Spirillospora	s__Spirillospora geliboluensis	RS_GCF_005889745.1	f	aerobe	aerobe	4675
Terrabacter lapilli	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Terrabacter;s__Terrabacter lapilli	g__Terrabacter	s__Terrabacter lapilli	RS_GCF_006717025.1	f	aerobe	aerobe	4672
Cupriavidus pauculus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pauculus	g__Cupriavidus	s__Cupriavidus pauculus	RS_GCF_008801835.1	f	aerobe	aerobe	4664
Kingella potus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria potus	g__Neisseria	s__Neisseria potus	RS_GCF_900451175.1	f	microaerophile	aerobe	4660
Flavisolibacter ginsengisoli	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;s__Flavisolibacter ginsengisoli	g__Flavisolibacter	s__Flavisolibacter ginsengisoli	RS_GCF_900129295.1	f	aerobe	aerobe	4656
Enterococcus termitis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus termitis	g__Enterococcus	s__Enterococcus termitis	RS_GCF_001730305.1	f	aerobe,microaerophile	aerobe	4655
Thermoanaerobacter uzonensis	d__Bacteria;p__Firmicutes_A;c__Thermoanaerobacteria;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter uzonensis	g__Thermoanaerobacter	s__Thermoanaerobacter uzonensis	RS_GCF_900129115.1	f	anaerobe	anaerobe	4654
Thermocrinis albus	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Thermocrinis;s__Thermocrinis albus	g__Thermocrinis	s__Thermocrinis albus	RS_GCF_000025605.1	f	microaerophile	aerobe	4652
Chryseobacterium solincola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella solincola	g__Kaistella	s__Kaistella solincola	RS_GCF_000812875.1	f	aerobe	aerobe	4652
Peribacillus loiseleuriae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Peribacillus;s__Peribacillus loiseleuriae	g__Peribacillus	s__Peribacillus loiseleuriae	RS_GCF_001183985.1	f	aerobe	aerobe	4646
Serratia fonticola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_A fonticola	g__Serratia_A	s__Serratia_A fonticola	RS_GCF_001006005.1	f	aerobe,facultative anaerobe	aerobe	4645
Spirosoma endophyticum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__Spirosoma endophyticum	g__Spirosoma	s__Spirosoma endophyticum	RS_GCF_900112365.1	f	aerobe	aerobe	4642
